Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021050305003695,JLI,38,58,10,829.0,8290.0
2021050305003693,JLI,38,58,10,829.0,8290.0
2021050305003692,JLI,38,41,10,829.0,8290.0
2021050305003691,JLI,1,49,10,832.0,8320.0
2021050305003690,JLI,1,4,10,831.0,8310.0
2021050305003689,JLI,1,58,10,831.0,8310.0
2021050305003200,JLI,57,32,10,831.0,8310.0
2021050305003199,JLI,57,34,10,831.0,8310.0
2021050305003198,JLI,57,32,10,831.0,8310.0
2021050305003197,JLI,57,32,10,831.0,8310.0
2021050305003196,JLI,57,38,10,831.0,8310.0
2021050305003206,JLI,57,32,10,831.0,8310.0
2021050305003205,JLI,57,44,10,831.0,8310.0
2021050305003204,JLI,57,32,10,831.0,8310.0
2021050305003203,JLI,57,32,10,831.0,8310.0
2021050305003202,JLI,57,17,10,831.0,8310.0
2021050305003201,JLI,57,51,10,831.0,8310.0
2021050305003212,JLI,57,21,10,831.0,8310.0
2021050305003211,JLI,57,21,10,831.0,8310.0
2021050305003210,JLI,57,44,10,831.0,8310.0
2021050305003209,JLI,57,49,10,831.0,8310.0
2021050305003208,JLI,57,32,10,831.0,8310.0
2021050305003207,JLI,57,32,10,831.0,8310.0
2021050305003219,JLI,3,29,10,829.0,8290.0
2021050305003217,JLI,3,45,10,829.0,8290.0
2021050305003216,JLI,3,58,10,829.0,8290.0
2021050305003215,JLI,57,55,10,831.0,8310.0
2021050305003214,JLI,57,1,10,831.0,8310.0
2021050305003213,JLI,57,13,10,831.0,8310.0
2021050305003226,JLI,57,6,10,829.0,8290.0
2021050305003224,JLI,52,39,10,830.0,8300.0
2021050305003223,JLI,52,3,10,830.0,8300.0
2021050305003222,JLI,52,58,10,830.0,8300.0
2021050305003221,JLI,57,6,10,829.0,8290.0
2021050305003220,JLI,3,44,10,829.0,8290.0
2021050305003235,JLI,57,55,10,829.0,8290.0
2021050305003234,JLI,57,45,10,829.0,8290.0
2021050305003231,JLI,57,1,10,829.0,8290.0
2021050305003230,JLI,57,58,10,829.0,8290.0
