Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2020122104001607,BBC,3,17,10,2653.0,26530.0
2020122104001438,BBC,17,34,20,2601.0,52020.0
2020122104001386,BBC,21,14,100,2550.0,255000.0
2020122104001365,BBC,34,34,75,2511.0,188325.0
2020122104001348,BBC,58,34,10,2511.0,25110.0
2020122104001341,BBC,19,34,100,2511.0,251100.0
2020122104001279,BBC,14,7,25,2457.0,61425.0
2020122104001278,BBC,35,7,10,2465.0,24650.0
2020122104001270,BBC,58,41,10,2490.0,24900.0
2020122104001297,BBC,58,58,10,2495.0,24950.0
2020122104001287,BBC,58,41,10,2490.0,24900.0
2020122104001283,BBC,33,7,25,2450.0,61250.0
2020122104001282,BBC,46,7,10,2455.0,24550.0
2020122104001281,BBC,10,7,30,2455.0,73650.0
2020122104001280,BBC,25,7,100,2456.0,245600.0
2020122104001336,BBC,40,34,15,2511.0,37665.0
2020122104001321,BBC,40,17,10,2500.0,25000.0
2020122104001320,BBC,40,17,10,2500.0,25000.0
2020122104001319,BBC,40,41,25,2500.0,62500.0
2020122104001318,BBC,40,35,50,2499.0,124950.0
2020122104001315,BBC,58,56,30,2498.0,74940.0
2020122104001651,CMF1,41,34,200,9.77,1954.0
2020122104001638,CMF1,41,34,800,9.77,7816.0
2020122104001617,CMF1,42,42,"52,000",9.76,507520.0
2020122104001639,GIC,42,8,10,553.0,5530.0
2020122104001632,GIC,42,34,10,553.0,5530.0
2020122104001631,GIC,42,11,10,553.0,5530.0
2020122104001623,GIC,42,11,10,553.0,5530.0
2020122104001620,GIC,42,8,10,553.0,5530.0
2020122104001616,GIC,42,19,10,553.0,5530.0
2020122104001180,GIC,19,41,10,550.0,5500.0
2020122104001179,GIC,19,34,10,550.0,5500.0
2020122104001164,GIC,13,48,30,549.0,16470.0
2020122104001162,GIC,36,29,10,545.0,5450.0
2020122104001158,GIC,36,38,10,545.0,5450.0
2020122104001157,GIC,36,38,10,545.0,5450.0
2020122104001186,GIC,19,21,10,550.0,5500.0
2020122104001185,GIC,19,45,10,550.0,5500.0
2020122104001184,GIC,19,46,10,550.0,5500.0
2020122104001183,GIC,19,26,10,550.0,5500.0
2020122104001182,GIC,19,49,10,550.0,5500.0
2020122104001181,GIC,19,21,100,550.0,55000.0
2020122104001192,GIC,58,52,10,550.0,5500.0
2020122104001191,GIC,58,42,10,550.0,5500.0
2020122104001190,GIC,58,10,10,550.0,5500.0
2020122104001189,GIC,58,1,10,550.0,5500.0
2020122104001188,GIC,19,48,10,550.0,5500.0
2020122104001187,GIC,19,13,10,550.0,5500.0
2020122104001209,GIC,11,58,10,553.0,5530.0
2020122104001208,GIC,11,48,10,551.0,5510.0
2020122104001207,GIC,11,49,10,550.0,5500.0
2020122104001200,GIC,58,58,10,550.0,5500.0
2020122104001198,GIC,58,25,10,550.0,5500.0
2020122104001197,GIC,58,38,10,550.0,5500.0
2020122104001217,GIC,42,44,10,549.0,5490.0
2020122104001216,GIC,42,44,10,549.0,5490.0
2020122104001215,GIC,42,59,10,549.0,5490.0
2020122104001212,GIC,11,55,10,555.0,5550.0
2020122104001211,GIC,11,53,10,555.0,5550.0
2020122104001210,GIC,11,53,10,554.0,5540.0
2020122104001232,GIC,7,10,10,558.0,5580.0
2020122104001230,GIC,7,17,10,558.0,5580.0
2020122104001229,GIC,7,19,10,558.0,5580.0
2020122104001227,GIC,45,45,10,550.0,5500.0
2020122104001222,GIC,44,56,50,559.0,27950.0
2020122104001221,GIC,45,56,10,550.0,5500.0
2020122104001264,GIC,7,26,10,551.0,5510.0
2020122104001258,GIC,7,52,10,551.0,5510.0
2020122104001257,GIC,7,38,10,551.0,5510.0
2020122104001241,GIC,7,38,10,551.0,5510.0
2020122104001237,GIC,7,49,10,558.0,5580.0
2020122104001236,GIC,7,10,10,558.0,5580.0
2020122104001275,GIC,34,20,10,552.0,5520.0
2020122104001274,GIC,34,6,10,552.0,5520.0
2020122104001273,GIC,34,21,10,552.0,5520.0
2020122104001272,GIC,34,10,10,552.0,5520.0
2020122104001271,GIC,34,10,10,552.0,5520.0
2020122104001265,GIC,7,42,10,551.0,5510.0
2020122104001339,GIC,58,25,10,552.0,5520.0
2020122104001337,GIC,59,28,10,552.0,5520.0
2020122104001322,GIC,59,58,10,552.0,5520.0
2020122104001313,GIC,59,40,10,552.0,5520.0
2020122104001289,GIC,59,26,10,552.0,5520.0
2020122104001285,GIC,59,56,10,552.0,5520.0
2020122104001381,GIC,7,38,10,554.0,5540.0
2020122104001370,GIC,34,45,10,553.0,5530.0
2020122104001366,GIC,58,59,10,552.0,5520.0
2020122104001362,GIC,58,10,10,552.0,5520.0
2020122104001342,GIC,58,38,10,552.0,5520.0
2020122104001340,GIC,58,38,10,552.0,5520.0
2020122104001394,GIC,51,55,10,555.0,5550.0
2020122104001393,GIC,51,56,10,555.0,5550.0
2020122104001392,GIC,51,32,10,555.0,5550.0
2020122104001391,GIC,51,49,10,555.0,5550.0
2020122104001389,GIC,7,16,10,554.0,5540.0
2020122104001388,GIC,7,26,10,554.0,5540.0
2020122104001403,GIC,51,19,10,555.0,5550.0
2020122104001401,GIC,51,26,10,555.0,5550.0
2020122104001398,GIC,51,21,60,555.0,33300.0
2020122104001397,GIC,51,55,10,555.0,5550.0
2020122104001396,GIC,51,56,10,555.0,5550.0
2020122104001395,GIC,51,57,10,555.0,5550.0
2020122104001411,GIC,51,45,10,555.0,5550.0
