Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021051005003661,MLBSL,37,52,10,4700.0,47000.0
2021051005003660,MLBSL,37,35,10,4700.0,47000.0
2021051005003659,MLBSL,37,55,10,4700.0,47000.0
2021051005003658,MLBSL,37,47,10,4700.0,47000.0
2021051005003657,MLBSL,37,26,10,4695.0,46950.0
2021051005003652,MLBSL,57,39,10,4695.0,46950.0
2021051005003178,MLBSL,50,26,10,4700.0,47000.0
2021051005003177,MLBSL,51,58,10,4690.0,46900.0
2021051005003175,MLBSL,25,58,10,4700.0,47000.0
2021051005003174,MLBSL,25,28,10,4700.0,47000.0
2021051005003172,MLBSL,51,49,10,4690.0,46900.0
2021051005003189,MLBSL,51,6,10,4700.0,47000.0
2021051005003188,MLBSL,51,6,10,4700.0,47000.0
2021051005003186,MLBSL,51,45,10,4700.0,47000.0
2021051005003182,MLBSL,51,35,10,4700.0,47000.0
2021051005003180,MLBSL,50,41,10,4700.0,47000.0
2021051005003179,MLBSL,50,25,10,4700.0,47000.0
2021051005003206,MLBSL,38,34,10,4703.0,47030.0
2021051005003204,MLBSL,51,53,10,4700.0,47000.0
2021051005003200,MLBSL,14,7,10,4703.0,47030.0
2021051005003199,MLBSL,51,3,10,4700.0,47000.0
2021051005003196,MLBSL,51,58,10,4700.0,47000.0
2021051005003191,MLBSL,51,41,10,4700.0,47000.0
2021051005003212,MLBSL,51,34,20,4700.0,94000.0
2021051005003211,MLBSL,45,34,60,4705.0,282300.0
2021051005003210,MLBSL,45,43,10,4705.0,47050.0
2021051005003209,MLBSL,45,45,10,4705.0,47050.0
2021051005003208,MLBSL,45,26,10,4705.0,47050.0
2021051005003207,MLBSL,45,58,10,4703.0,47030.0
2021051005003227,MLBSL,4,7,10,4703.0,47030.0
2021051005003226,MLBSL,4,6,10,4703.0,47030.0
2021051005003222,MLBSL,52,49,10,4710.0,47100.0
2021051005003216,MLBSL,45,10,10,4703.0,47030.0
2021051005003215,MLBSL,45,39,10,4703.0,47030.0
2021051005003213,MLBSL,50,34,55,4700.0,258500.0
2021051005003239,MLBSL,14,5,10,4725.0,47250.0
2021051005003238,MLBSL,14,58,10,4720.0,47200.0
2021051005003237,MLBSL,14,49,10,4720.0,47200.0
2021051005003236,MLBSL,14,45,10,4720.0,47200.0
2021051005003235,MLBSL,14,52,10,4710.0,47100.0
2021051005003228,MLBSL,4,45,10,4703.0,47030.0
2021051005003245,MLBSL,14,8,10,4740.0,47400.0
2021051005003244,MLBSL,14,59,10,4740.0,47400.0
2021051005003243,MLBSL,14,35,10,4740.0,47400.0
2021051005003242,MLBSL,14,57,10,4730.0,47300.0
2021051005003241,MLBSL,14,45,10,4730.0,47300.0
2021051005003240,MLBSL,14,58,10,4725.0,47250.0
2021051005003251,MLBSL,14,59,10,4746.0,47460.0
2021051005003250,MLBSL,14,53,10,4745.0,47450.0
2021051005003249,MLBSL,14,58,10,4743.0,47430.0
2021051005003248,MLBSL,14,19,10,4743.0,47430.0
2021051005003247,MLBSL,14,11,10,4743.0,47430.0
2021051005003246,MLBSL,14,58,10,4740.0,47400.0
2021051005003259,MLBSL,14,34,10,4730.0,47300.0
2021051005003257,MLBSL,4,19,10,4703.0,47030.0
2021051005003256,MLBSL,4,45,10,4703.0,47030.0
2021051005003254,MLBSL,14,52,10,4749.0,47490.0
2021051005003253,MLBSL,14,58,10,4749.0,47490.0
2021051005003252,MLBSL,14,58,10,4746.0,47460.0
2021051005003265,MLBSL,14,57,10,4775.0,47750.0
2021051005003264,MLBSL,14,7,10,4750.0,47500.0
2021051005003263,MLBSL,14,32,10,4750.0,47500.0
2021051005003262,MLBSL,14,35,10,4750.0,47500.0
2021051005003261,MLBSL,14,16,10,4750.0,47500.0
2021051005003260,MLBSL,14,41,10,4749.0,47490.0
2021051005003271,MLBSL,14,39,10,4794.0,47940.0
2021051005003270,MLBSL,14,17,10,4794.0,47940.0
2021051005003269,MLBSL,14,1,10,4790.0,47900.0
2021051005003268,MLBSL,14,56,10,4790.0,47900.0
2021051005003267,MLBSL,14,57,10,4789.0,47890.0
2021051005003266,MLBSL,14,4,10,4783.0,47830.0
2021051005003277,MLBSL,14,59,10,4794.0,47940.0
2021051005003276,MLBSL,14,45,10,4794.0,47940.0
2021051005003275,MLBSL,14,8,10,4794.0,47940.0
2021051005003274,MLBSL,14,57,20,4794.0,95880.0
2021051005003273,MLBSL,14,44,10,4794.0,47940.0
2021051005003272,MLBSL,14,38,10,4794.0,47940.0
2021051005003284,MLBSL,14,57,10,4797.0,47970.0
2021051005003283,MLBSL,14,42,10,4795.0,47950.0
2021051005003282,MLBSL,14,52,10,4794.0,47940.0
2021051005003281,MLBSL,14,22,10,4745.0,47450.0
2021051005003279,MLBSL,4,48,10,4703.0,47030.0
2021051005003278,MLBSL,51,46,10,4705.0,47050.0
2021051005003290,MLBSL,14,25,10,4799.0,47990.0
2021051005003289,MLBSL,14,47,10,4797.0,47970.0
2021051005003288,MLBSL,14,50,10,4797.0,47970.0
2021051005003287,MLBSL,14,29,10,4797.0,47970.0
2021051005003286,MLBSL,14,35,10,4797.0,47970.0
2021051005003285,MLBSL,14,58,10,4797.0,47970.0
2021051005003307,MLBSL,34,40,10,4705.0,47050.0
2021051005003295,MLBSL,14,29,10,4800.0,48000.0
2021051005003294,MLBSL,14,45,10,4799.0,47990.0
2021051005003293,MLBSL,14,21,10,4799.0,47990.0
2021051005003292,MLBSL,14,21,10,4799.0,47990.0
2021051005003291,MLBSL,14,35,10,4799.0,47990.0
2021051005003319,MLBSL,47,57,10,4701.0,47010.0
2021051005003317,MLBSL,47,58,10,4701.0,47010.0
2021051005003315,MLBSL,47,1,10,4701.0,47010.0
2021051005003314,MLBSL,47,58,10,4701.0,47010.0
2021051005003311,MLBSL,59,34,10,4702.0,47020.0
2021051005003308,MLBSL,58,17,10,4705.0,47050.0
2021051005003333,MLBSL,50,34,10,4700.0,47000.0
2021051005003331,MLBSL,50,40,10,4700.0,47000.0
2021051005003329,MLBSL,59,39,10,4701.0,47010.0
2021051005003328,MLBSL,50,44,10,4700.0,47000.0
2021051005003325,MLBSL,58,57,10,4701.0,47010.0
2021051005003324,MLBSL,47,41,10,4701.0,47010.0
2021051005003345,MLBSL,50,56,10,4700.0,47000.0
2021051005003344,MLBSL,50,36,10,4700.0,47000.0
2021051005003342,MLBSL,50,55,10,4700.0,47000.0
2021051005003341,MLBSL,50,48,10,4700.0,47000.0
2021051005003338,MLBSL,50,39,10,4700.0,47000.0
2021051005003335,MLBSL,50,53,10,4700.0,47000.0
2021051005003362,MLBSL,50,42,10,4700.0,47000.0
2021051005003358,MLBSL,50,38,10,4700.0,47000.0
2021051005003356,MLBSL,50,21,10,4700.0,47000.0
2021051005003354,MLBSL,36,22,10,4725.0,47250.0
2021051005003351,MLBSL,32,51,10,4745.0,47450.0
2021051005003348,MLBSL,32,34,10,4745.0,47450.0
2021051005003372,MLBSL,50,52,10,4662.0,46620.0
2021051005003370,MLBSL,13,41,10,4700.0,47000.0
2021051005003367,MLBSL,13,29,10,4700.0,47000.0
2021051005003366,MLBSL,13,29,10,4700.0,47000.0
2021051005003365,MLBSL,57,57,5,4653.0,23265.0
2021051005003364,MLBSL,13,40,10,4700.0,47000.0
2021051005003423,MLBSL,17,29,10,4700.0,47000.0
2021051005003408,MLBSL,14,17,10,4663.0,46630.0
2021051005003406,MLBSL,57,52,10,4662.0,46620.0
2021051005003405,MLBSL,57,42,10,4662.0,46620.0
2021051005003398,MLBSL,47,17,10,4661.0,46610.0
2021051005003373,MLBSL,50,51,10,4662.0,46620.0
2021051005003454,MLBSL,19,39,10,4670.0,46700.0
2021051005003452,MLBSL,14,47,10,4670.0,46700.0
2021051005003448,MLBSL,14,43,10,4667.0,46670.0
2021051005003446,MLBSL,45,49,10,4670.0,46700.0
2021051005003441,MLBSL,14,34,10,4667.0,46670.0
2021051005003424,MLBSL,17,6,10,4700.0,47000.0
2021051005003482,MLBSL,42,49,10,4680.0,46800.0
2021051005003481,MLBSL,42,34,10,4670.0,46700.0
2021051005003466,MLBSL,45,49,10,4670.0,46700.0
2021051005003464,MLBSL,45,38,10,4670.0,46700.0
2021051005003463,MLBSL,42,40,10,4695.0,46950.0
2021051005003455,MLBSL,26,48,10,4670.0,46700.0
2021051005003514,MLBSL,45,58,10,4664.0,46640.0
2021051005003504,MLBSL,41,58,10,4670.0,46700.0
2021051005003503,MLBSL,14,58,10,4663.0,46630.0
2021051005003499,MLBSL,26,32,10,4670.0,46700.0
2021051005003495,MLBSL,14,52,10,4665.0,46650.0
2021051005003492,MLBSL,14,34,10,4665.0,46650.0
2021051005003532,MLBSL,14,29,10,4665.0,46650.0
2021051005003528,MLBSL,45,29,10,4664.0,46640.0
