Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021031505011251,CGH,10,58,10,972.0,9720.0
2021031505011169,CGH,10,58,10,972.0,9720.0
2021031505011164,CGH,10,42,10,972.0,9720.0
2021031505011081,CGH,10,32,10,972.0,9720.0
2021031505011065,CGH,10,17,10,972.0,9720.0
2021031505011045,CGH,10,54,10,972.0,9720.0
2021031505011030,CGH,10,43,10,972.0,9720.0
2021031505010898,CGH,10,40,10,972.0,9720.0
2021031505011383,NIFRA,35,45,250,537.0,134250.0
2021031505011382,NIFRA,35,58,60,537.0,32220.0
2021031505011381,NIFRA,35,21,100,537.0,53700.0
2021031505011380,NIFRA,35,45,60,537.0,32220.0
2021031505011379,NIFRA,35,45,50,537.0,26850.0
2021031505011378,NIFRA,35,52,50,537.0,26850.0
2021031505010885,NIFRA,45,17,50,535.0,26750.0
2021031505010893,NIFRA,45,47,50,535.0,26750.0
2021031505010891,NIFRA,45,44,50,535.0,26750.0
2021031505010890,NIFRA,45,58,150,535.0,80250.0
2021031505010889,NIFRA,45,16,50,535.0,26750.0
2021031505010887,NIFRA,45,43,200,535.0,107000.0
2021031505010886,NIFRA,45,25,500,535.0,267500.0
2021031505010900,NIFRA,45,44,50,535.0,26750.0
2021031505010899,NIFRA,45,58,60,535.0,32100.0
2021031505010897,NIFRA,45,47,60,535.0,32100.0
2021031505010896,NIFRA,45,22,50,535.0,26750.0
2021031505010895,NIFRA,40,3,25,536.0,13400.0
2021031505010894,NIFRA,45,32,50,535.0,26750.0
2021031505010907,NIFRA,45,25,50,535.0,26750.0
2021031505010905,NIFRA,45,47,60,535.0,32100.0
2021031505010904,NIFRA,45,25,300,535.0,160500.0
2021031505010903,NIFRA,45,17,50,535.0,26750.0
2021031505010902,NIFRA,45,32,50,535.0,26750.0
2021031505010901,NIFRA,45,16,60,535.0,32100.0
2021031505010914,NIFRA,35,21,50,536.0,26800.0
2021031505010913,NIFRA,35,57,40,536.0,21440.0
2021031505010912,NIFRA,35,26,50,536.0,26800.0
2021031505010911,NIFRA,35,21,50,536.0,26800.0
2021031505010910,NIFRA,35,42,10,536.0,5360.0
2021031505010909,NIFRA,35,3,75,536.0,40200.0
2021031505010920,NIFRA,45,35,50,535.0,26750.0
2021031505010919,NIFRA,45,57,60,535.0,32100.0
2021031505010918,NIFRA,45,45,60,535.0,32100.0
2021031505010917,NIFRA,45,17,50,535.0,26750.0
2021031505010916,NIFRA,35,56,15,536.0,8040.0
2021031505010915,NIFRA,35,54,10,536.0,5360.0
2021031505010926,NIFRA,58,43,60,535.0,32100.0
2021031505010925,NIFRA,58,44,50,535.0,26750.0
2021031505010924,NIFRA,45,35,50,535.0,26750.0
2021031505010923,NIFRA,45,16,50,535.0,26750.0
2021031505010922,NIFRA,45,44,50,535.0,26750.0
2021031505010921,NIFRA,45,55,60,535.0,32100.0
2021031505010932,NIFRA,57,34,10,536.0,5360.0
2021031505010931,NIFRA,14,16,50,535.0,26750.0
2021031505010930,NIFRA,14,44,50,535.0,26750.0
2021031505010929,NIFRA,14,55,100,535.0,53500.0
2021031505010928,NIFRA,14,38,"1,410",535.0,754350.0
2021031505010927,NIFRA,58,38,90,535.0,48150.0
2021031505010938,NIFRA,57,45,60,536.0,32160.0
2021031505010937,NIFRA,57,45,650,536.0,348400.0
2021031505010936,NIFRA,57,25,10,536.0,5360.0
2021031505010935,NIFRA,57,51,50,536.0,26800.0
2021031505010934,NIFRA,57,42,50,536.0,26800.0
2021031505010933,NIFRA,57,53,20,536.0,10720.0
2021031505010944,NIFRA,57,58,50,536.0,26800.0
2021031505010943,NIFRA,57,55,50,536.0,26800.0
2021031505010942,NIFRA,57,49,50,536.0,26800.0
