Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021070504016458,AHPC,34,4,40,437.0,17480.0
2021070504016624,AHPC,6,13,170,438.0,74460.0
2021070504016499,AHPC,21,45,283,436.0,123388.0
2021070504016498,AHPC,45,45,52,437.0,22724.0
2021070504016497,AHPC,45,45,200,437.0,87400.0
2021070504016496,AHPC,45,45,10,437.0,4370.0
2021070504016495,AHPC,34,45,55,437.0,24035.0
2021070504016692,AHPC,35,38,465,438.0,203670.0
2021070504016685,AHPC,35,26,35,437.0,15295.0
2021070504016669,AHPC,38,26,200,437.0,87400.0
2021070504016625,AHPC,6,57,30,439.0,13170.0
2021070504016768,AIL,48,29,100,805.0,80500.0
2021070504016656,AIL,48,5,667,805.0,536935.0
2021070504016655,AIL,58,5,390,805.0,313950.0
2021070504016654,AIL,49,5,20,806.0,16120.0
2021070504016653,AIL,57,5,50,806.0,40300.0
2021070504016652,AIL,22,5,100,806.0,80600.0
2021070504016651,AIL,58,5,20,806.0,16120.0
2021070504016650,AIL,46,5,50,807.0,40350.0
2021070504016649,AIL,45,5,200,807.0,161400.0
2021070504016731,AKJCL,22,55,10,261.0,2610.0
2021070504016730,AKJCL,36,55,10,261.0,2610.0
2021070504016832,AKPL,50,41,25,422.0,10550.0
2021070504016831,AKPL,50,39,224,422.0,94528.0
2021070504016776,AKPL,50,39,100,422.0,42200.0
2021070504016773,AKPL,45,39,50,422.0,21100.0
2021070504016722,AKPL,34,39,100,422.0,42200.0
2021070504016591,AKPL,57,39,50,422.0,21100.0
2021070504016516,AKPL,49,55,86,421.0,36206.0
2021070504016515,AKPL,35,55,164,421.0,69044.0
2021070504016429,AKPL,57,39,150,422.0,63300.0
2021070504016821,API,43,44,100,369.0,36900.0
2021070504016789,API,57,3,15,368.0,5520.0
2021070504016775,API,36,44,50,369.0,18450.0
2021070504016774,API,56,44,30,369.0,11070.0
2021070504016767,API,57,45,334,370.0,123580.0
2021070504016766,API,57,48,248,370.0,91760.0
2021070504016469,API,45,34,50,368.0,18400.0
2021070504016441,API,58,34,38,368.0,13984.0
2021070504016421,API,42,34,50,368.0,18400.0
2021070504016417,API,36,34,100,368.0,36800.0
2021070504016407,API,22,34,200,368.0,73600.0
