Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2020121604001499,BBC,45,34,10,2793.0,27930.0
2020121604001489,BBC,57,33,10,2793.0,27930.0
2020121604001468,BBC,49,34,10,2800.0,28000.0
2020121604001437,BBC,14,34,20,2800.0,56000.0
2020121604001436,BBC,42,34,15,2800.0,42000.0
2020121604001435,BBC,14,34,10,2800.0,28000.0
2020121604001232,BBC,33,36,10,2855.0,28550.0
2020121604001229,BBC,16,36,20,2870.0,57400.0
2020121604001228,BBC,3,36,50,2871.0,143550.0
2020121604001227,BBC,57,36,30,2872.0,86160.0
2020121604001180,BBC,59,49,10,2925.0,29250.0
2020121604001170,BBC,59,50,10,2925.0,29250.0
2020121604001272,BBC,34,20,50,2820.0,141000.0
2020121604001271,BBC,50,20,10,2825.0,28250.0
2020121604001270,BBC,41,20,10,2835.0,28350.0
2020121604001256,BBC,59,36,30,2855.0,85650.0
2020121604001243,BBC,16,36,20,2855.0,57100.0
2020121604001233,BBC,3,36,20,2855.0,57100.0
2020121604001353,BBC,34,20,10,2815.0,28150.0
2020121604001352,BBC,11,20,20,2815.0,56300.0
2020121604001351,BBC,49,20,10,2825.0,28250.0
2020121604001350,BBC,10,20,10,2850.0,28500.0
2020121604001296,BBC,53,36,120,2855.0,342600.0
2020121604001273,BBC,11,20,30,2815.0,84450.0
2020121604001434,BBC,6,34,10,2801.0,28010.0
2020121604001375,BBC,50,34,200,2803.0,560600.0
2020121604001374,BBC,21,34,85,2810.0,238850.0
2020121604001373,BBC,11,34,10,2811.0,28110.0
2020121604001355,BBC,11,20,40,2811.0,112440.0
2020121604001354,BBC,34,20,10,2812.0,28120.0
2020121604001287,CMF1,1,34,"7,500",10.0,75000.0
2020121604001286,CMF1,58,34,"20,000",10.01,200200.0
2020121604001285,CMF1,8,34,"2,500",10.09,25225.0
2020121604001546,GIC,29,42,20,577.0,11540.0
2020121604001545,GIC,49,42,200,577.0,115400.0
2020121604001533,GIC,49,38,30,577.0,17310.0
2020121604001505,GIC,5,25,10,579.0,5790.0
2020121604001504,GIC,5,5,200,579.0,115800.0
2020121604001503,GIC,5,45,10,579.0,5790.0
2020121604001074,GIC,42,41,10,576.0,5760.0
2020121604001073,GIC,42,42,10,576.0,5760.0
2020121604001072,GIC,42,58,10,576.0,5760.0
2020121604001071,GIC,42,34,10,576.0,5760.0
2020121604001051,GIC,13,49,50,577.0,28850.0
2020121604001101,GIC,29,41,10,576.0,5760.0
2020121604001100,GIC,29,42,10,576.0,5760.0
2020121604001095,GIC,42,10,10,576.0,5760.0
2020121604001087,GIC,42,53,10,576.0,5760.0
2020121604001077,GIC,42,7,10,576.0,5760.0
2020121604001076,GIC,42,58,10,576.0,5760.0
2020121604001117,GIC,29,39,10,576.0,5760.0
2020121604001116,GIC,29,38,10,576.0,5760.0
2020121604001115,GIC,29,41,10,576.0,5760.0
2020121604001114,GIC,29,38,10,576.0,5760.0
2020121604001105,GIC,29,3,100,576.0,57600.0
2020121604001104,GIC,29,10,10,576.0,5760.0
2020121604001142,GIC,29,42,10,576.0,5760.0
2020121604001138,GIC,29,29,10,576.0,5760.0
2020121604001137,GIC,29,29,10,576.0,5760.0
2020121604001136,GIC,34,49,150,577.0,86550.0
2020121604001129,GIC,29,38,10,576.0,5760.0
2020121604001126,GIC,29,58,10,576.0,5760.0
2020121604001166,GIC,45,42,10,577.0,5770.0
2020121604001165,GIC,45,38,10,577.0,5770.0
2020121604001164,GIC,45,54,10,577.0,5770.0
2020121604001159,GIC,45,25,10,577.0,5770.0
2020121604001145,GIC,45,29,10,577.0,5770.0
2020121604001144,GIC,45,3,10,577.0,5770.0
2020121604001190,GIC,45,26,10,577.0,5770.0
2020121604001187,GIC,45,40,10,577.0,5770.0
2020121604001183,GIC,45,8,10,577.0,5770.0
2020121604001182,GIC,45,6,10,577.0,5770.0
