Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021071404015758,AHPC,40,3,500,465.0,232500.0
2021071404015895,AHPC,56,6,300,465.0,139500.0
2021071404015876,AHPC,32,18,500,465.0,232500.0
2021071404015787,AHPC,7,18,100,465.0,46500.0
2021071404015765,AHPC,19,18,100,465.0,46500.0
2021071404015763,AHPC,32,18,100,465.0,46500.0
2021071404015762,AHPC,19,18,200,465.0,93000.0
2021071404016003,AHPC,21,51,182,466.0,84812.0
2021071404016002,AHPC,21,57,18,466.0,8388.0
2021071404015966,AHPC,56,39,20,465.0,9300.0
2021071404015946,AHPC,56,40,30,465.0,13950.0
2021071404015924,AHPC,56,45,15,465.0,6975.0
2021071404015896,AHPC,56,26,200,465.0,93000.0
2021071404016084,AHPC,46,6,182,466.0,84812.0
2021071404016083,AHPC,46,49,18,466.0,8388.0
2021071404016068,AHPC,3,49,82,466.0,38212.0
2021071404016067,AHPC,3,59,300,466.0,139800.0
2021071404016066,AHPC,3,25,100,466.0,46600.0
2021071404016065,AHPC,3,51,18,466.0,8388.0
2021071404016234,AHPC,26,6,113,465.0,52545.0
2021071404016233,AHPC,56,6,435,465.0,202275.0
2021071404016203,AHPC,21,6,100,466.0,46600.0
2021071404016214,AIL,44,57,55,815.0,44825.0
2021071404016213,AIL,17,57,25,815.0,20375.0
2021071404016212,AIL,1,57,20,816.0,16320.0
2021071404015791,AIL,53,57,10,820.0,8200.0
2021071404016110,AKJCL,14,13,100,279.0,27900.0
2021071404015914,AKJCL,13,48,70,280.0,19600.0
2021071404015913,AKJCL,21,48,20,280.0,5600.0
2021071404015912,AKJCL,51,48,100,280.0,28000.0
2021071404015911,AKJCL,58,48,62,280.0,17360.0
2021071404016239,AKPL,29,36,"1,000",458.0,458000.0
2021071404016190,AKPL,59,49,100,457.0,45700.0
2021071404016089,AKPL,29,36,500,458.0,229000.0
2021071404015936,AKPL,59,48,150,457.0,68550.0
2021071404015867,AKPL,29,36,500,458.0,229000.0
2021071404016152,API,51,44,500,393.0,196500.0
2021071404016122,API,51,36,100,393.0,39300.0
2021071404016121,API,51,58,64,393.0,25152.0
2021071404016115,API,36,58,50,393.0,19650.0
2021071404016112,API,17,58,386,393.0,151698.0
2021071404016111,API,17,28,114,393.0,44802.0
2021071404015777,API,47,43,"1,000",393.0,393000.0
2021071404015760,API,53,43,100,393.0,39300.0
2021071404015803,API,13,16,200,393.0,78600.0
2021071404015802,API,13,57,299,393.0,117507.0
2021071404015801,API,13,40,50,393.0,19650.0
2021071404015800,API,13,52,100,393.0,39300.0
2021071404015799,API,13,43,25,393.0,9825.0
2021071404015788,API,51,43,200,393.0,78600.0
2021071404015853,API,39,51,74,393.0,29082.0
2021071404015808,API,13,51,126,393.0,49518.0
2021071404015807,API,13,39,60,393.0,23580.0
2021071404015806,API,13,45,30,393.0,11790.0
2021071404015805,API,13,45,60,393.0,23580.0
2021071404015804,API,13,45,50,393.0,19650.0
2021071404015969,API,56,28,100,393.0,39300.0
2021071404015968,API,54,28,500,393.0,196500.0
2021071404015967,API,38,28,256,393.0,100608.0
2021071404015904,API,38,37,474,393.0,186282.0
2021071404015903,API,29,37,400,393.0,157200.0
2021071404015902,API,39,37,126,393.0,49518.0
2021071404016082,API,50,28,10,393.0,3930.0
2021071404016051,API,5,28,10,393.0,3930.0
2021071404016005,API,56,28,500,393.0,196500.0
2021071404015972,API,44,28,300,393.0,117900.0
2021071404015971,API,35,28,10,393.0,3930.0
2021071404015970,API,13,28,200,393.0,78600.0
2021071404016131,BARUN,34,21,10,537.0,5370.0
2021071404016130,BARUN,34,57,100,537.0,53700.0
2021071404015922,BARUN,46,38,800,531.0,424800.0
2021071404015921,BARUN,46,28,79,531.0,41949.0
2021071404015906,BARUN,4,28,500,531.0,265500.0
2021071404016123,BARUN,34,32,347,535.0,185645.0
