Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021040504035187,AHPC,11,45,27,277.0,7479.0
2021040504035186,AHPC,11,16,73,277.0,20221.0
2021040504035183,AHPC,42,16,200,277.0,55400.0
2021040504035113,AHPC,11,16,100,277.0,27700.0
2021040504035054,AHPC,57,16,53,277.0,14681.0
2021040504035053,AHPC,57,57,47,277.0,13019.0
2021040504035027,AHPC,59,57,153,277.0,42381.0
2021040504035026,AHPC,59,1,147,277.0,40719.0
2021040504035074,AIL,21,46,30,975.0,29250.0
2021040504035073,AIL,21,1,10,975.0,9750.0
2021040504035072,AIL,21,38,60,975.0,58500.0
2021040504035061,AIL,22,58,450,974.0,438300.0
2021040504035060,AIL,57,58,50,974.0,48700.0
2021040504035052,AIL,57,46,10,974.0,9740.0
2021040504035051,AIL,58,38,25,973.0,24325.0
2021040504035059,AKJCL,58,47,13,150.0,1950.0
2021040504035058,AKJCL,57,47,20,150.0,3000.0
2021040504035155,API,58,22,10,328.0,3280.0
2021040504035108,BPCL,14,59,26,409.0,10634.0
2021040504035180,CGH,42,14,30,2131.0,63930.0
2021040504035162,CGH,33,51,10,2125.0,21250.0
2021040504035084,CGH,6,21,10,2131.0,21310.0
2021040504035032,CGH,25,22,10,2121.0,21210.0
2021040504035031,CGH,26,22,40,2121.0,84840.0
2021040504035030,CGH,56,22,10,2122.0,21220.0
2021040504034946,CGH,47,50,50,2131.0,106550.0
2021040504034952,CGH,47,14,20,2139.0,42780.0
2021040504034951,CGH,47,48,10,2139.0,21390.0
2021040504034950,CGH,47,45,110,2138.0,235180.0
2021040504034949,CGH,47,49,10,2136.0,21360.0
2021040504034948,CGH,47,17,10,2135.0,21350.0
2021040504034947,CGH,47,50,30,2135.0,64050.0
2021040504034958,CGH,47,20,40,2140.0,85600.0
2021040504034957,CGH,47,41,20,2140.0,42800.0
2021040504034956,CGH,47,16,100,2139.0,213900.0
2021040504034955,CGH,47,25,40,2139.0,85560.0
2021040504034954,CGH,47,28,10,2139.0,21390.0
2021040504034953,CGH,47,36,20,2139.0,42780.0
2021040504034964,CGH,47,53,10,2140.0,21400.0
2021040504034963,CGH,47,29,15,2140.0,32100.0
2021040504034962,CGH,47,29,10,2140.0,21400.0
2021040504034961,CGH,47,57,10,2140.0,21400.0
2021040504034960,CGH,47,45,50,2140.0,107000.0
2021040504034959,CGH,47,58,10,2140.0,21400.0
2021040504034970,CGH,47,35,10,2140.0,21400.0
2021040504034969,CGH,47,54,30,2140.0,64200.0
2021040504034968,CGH,47,49,10,2140.0,21400.0
2021040504034967,CGH,47,1,50,2140.0,107000.0
2021040504034966,CGH,47,54,10,2140.0,21400.0
2021040504034965,CGH,47,49,10,2140.0,21400.0
2021040504034976,CGH,47,28,10,2143.0,21430.0
2021040504034975,CGH,47,16,10,2142.0,21420.0
2021040504034974,CGH,47,51,10,2141.0,21410.0
2021040504034973,CGH,47,52,10,2140.0,21400.0
2021040504034972,CGH,47,51,10,2140.0,21400.0
2021040504034971,CGH,47,22,10,2140.0,21400.0
