Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021100405003314,JBLB,28,21,10,3871.0,38710.0
2021100405003312,JBLB,39,7,10,3874.0,38740.0
2021100405003311,JBLB,26,36,10,3871.0,38710.0
2021100405003302,JBLB,39,36,10,3871.0,38710.0
2021100405003296,JBLB,18,47,10,3868.0,38680.0
2021100405002823,JBLB,19,49,10,3891.0,38910.0
2021100405002818,JBLB,39,49,10,3895.0,38950.0
2021100405002829,JBLB,19,41,10,3891.0,38910.0
2021100405002828,JBLB,19,58,10,3891.0,38910.0
2021100405002826,JBLB,19,38,10,3891.0,38910.0
2021100405002825,JBLB,19,38,10,3891.0,38910.0
2021100405002839,JBLB,32,59,10,3891.0,38910.0
2021100405002838,JBLB,32,41,40,3891.0,155640.0
2021100405002853,JBLB,43,7,10,3890.0,38900.0
2021100405002852,JBLB,59,7,10,3890.0,38900.0
2021100405002844,JBLB,32,43,50,3892.0,194600.0
2021100405002868,JBLB,28,58,10,3882.0,38820.0
2021100405002866,JBLB,14,13,10,3888.2,38882.0
2021100405002864,JBLB,8,58,5,3890.0,19450.0
2021100405002863,JBLB,49,7,50,3890.0,194500.0
2021100405002883,JBLB,32,29,10,3882.0,38820.0
2021100405002895,JBLB,32,56,10,3882.0,38820.0
2021100405002892,JBLB,32,34,10,3882.0,38820.0
2021100405002886,JBLB,32,49,10,3882.0,38820.0
2021100405002903,JBLB,32,41,10,3882.0,38820.0
2021100405002917,JBLB,39,14,10,3880.0,38800.0
2021100405002926,JBLB,39,38,10,3876.0,38760.0
2021100405002925,JBLB,51,6,10,3880.0,38800.0
2021100405002924,JBLB,52,59,40,3880.0,155200.0
2021100405002921,JBLB,51,59,10,3880.0,38800.0
2021100405002940,JBLB,47,45,10,3881.0,38810.0
2021100405002939,JBLB,47,13,10,3880.0,38800.0
2021100405002931,JBLB,57,53,10,3872.0,38720.0
2021100405002949,JBLB,51,49,10,3881.0,38810.0
2021100405002944,JBLB,57,38,10,3872.0,38720.0
2021100405002956,JBLB,51,38,10,3881.0,38810.0
2021100405002980,JBLB,20,3,40,3870.1,154804.0
2021100405002973,JBLB,51,49,10,3881.0,38810.0
2021100405003000,JBLB,56,35,10,3870.0,38700.0
2021100405002991,JBLB,56,50,10,3870.0,38700.0
2021100405003007,JBLB,34,16,10,3870.0,38700.0
2021100405003004,JBLB,34,59,30,3870.0,116100.0
2021100405003002,JBLB,34,42,10,3870.0,38700.0
2021100405003020,JBLB,3,54,10,3871.0,38710.0
2021100405003035,JBLB,38,36,10,3872.0,38720.0
2021100405003046,JBLB,38,54,10,3872.0,38720.0
2021100405003053,JBLB,3,35,10,3871.0,38710.0
2021100405003074,JBLB,33,58,125,3870.0,483750.0
2021100405003073,JBLB,34,58,50,3870.0,193500.0
2021100405003072,JBLB,3,58,70,3871.0,270970.0
2021100405003071,JBLB,4,58,15,3871.5,58072.5
2021100405003061,JBLB,3,58,10,3871.0,38710.0
2021100405003084,JBLB,8,58,10,3861.0,38610.0
2021100405003081,JBLB,26,8,10,3862.0,38620.0
2021100405003092,JBLB,35,45,10,3862.0,38620.0
2021100405003090,JBLB,8,45,10,3861.0,38610.0
2021100405003103,JBLB,8,45,10,3861.0,38610.0
2021100405003095,JBLB,35,20,10,3870.0,38700.0
2021100405003130,JBLB,57,52,10,3861.0,38610.0
2021100405003126,JBLB,57,53,10,3862.0,38620.0
2021100405003141,JBLB,19,49,10,3870.0,38700.0
2021100405003140,JBLB,7,38,10,3861.0,38610.0
2021100405003137,JBLB,56,38,10,3861.0,38610.0
2021100405003134,JBLB,10,58,10,3861.0,38610.0
2021100405003150,JBLB,41,34,10,3861.0,38610.0
2021100405003147,JBLB,58,38,10,3860.0,38600.0
2021100405003170,JBLB,13,36,10,3865.0,38650.0
2021100405003169,JBLB,13,49,10,3861.0,38610.0
2021100405003166,JBLB,58,42,10,3860.0,38600.0
2021100405003158,JBLB,35,56,10,3861.0,38610.0
2021100405003183,JBLB,41,11,10,3861.0,38610.0
2021100405003173,JBLB,58,29,10,3860.0,38600.0
2021100405003172,JBLB,58,38,10,3860.0,38600.0
2021100405003193,JBLB,58,17,10,3860.0,38600.0
2021100405003189,JBLB,13,6,10,3865.0,38650.0
2021100405003188,JBLB,13,36,10,3865.0,38650.0
2021100405003204,JBLB,21,49,30,3870.0,116100.0
2021100405003202,JBLB,14,25,10,3865.0,38650.0
2021100405003199,JBLB,14,58,10,3865.0,38650.0
2021100405003198,JBLB,58,17,10,3860.0,38600.0
2021100405003214,JBLB,33,35,10,3861.0,38610.0
2021100405003213,JBLB,33,6,10,3861.0,38610.0
2021100405003208,JBLB,41,21,10,3861.0,38610.0
2021100405003231,JBLB,58,49,10,3865.0,38650.0
2021100405003228,JBLB,41,26,10,3865.0,38650.0
2021100405003227,JBLB,41,13,10,3865.0,38650.0
2021100405003239,JBLB,58,41,10,3865.0,38650.0
2021100405003238,JBLB,58,58,10,3865.0,38650.0
2021100405003237,JBLB,58,56,10,3865.0,38650.0
2021100405003256,JBLB,58,49,10,3870.0,38700.0
2021100405003254,JBLB,52,49,50,3870.0,193500.0
2021100405003286,JBLB,42,49,10,3870.0,38700.0
2021100405003272,JBLB,52,42,10,3870.0,38700.0
2021100405003267,JBLB,41,45,10,3866.0,38660.0
2021100405003258,JBLB,41,49,10,3866.0,38660.0
2021100405003292,JBLB,49,42,10,3875.0,38750.0
2021100405003291,JBLB,49,52,10,3872.0,38720.0
2021100405003290,JBLB,42,41,10,3870.0,38700.0
2021100405003313,MKLB,49,21,10,1885.0,18850.0
2021100405003310,MKLB,41,34,10,1886.6,18866.0
2021100405003309,MKLB,41,4,10,1886.6,18866.0
