Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021092605003159,JBLB,47,3,10,4120.0,41200.0
2021092605003157,JBLB,47,29,10,4115.0,41150.0
2021092605003156,JBLB,53,29,10,4116.0,41160.0
2021092605002663,JBLB,16,1,10,4135.0,41350.0
2021092605002676,JBLB,59,26,10,4131.1,41311.0
2021092605002700,JBLB,33,1,80,4132.0,330560.0
2021092605002708,JBLB,57,57,10,4131.1,41311.0
2021092605002707,JBLB,36,58,10,4131.2,41312.0
2021092605002705,JBLB,26,57,10,4132.0,41320.0
2021092605002718,JBLB,33,50,20,4131.0,82620.0
2021092605002713,JBLB,57,50,90,4131.1,371799.0
2021092605002725,JBLB,33,56,10,4131.0,41310.0
2021092605002723,JBLB,33,6,10,4131.0,41310.0
2021092605002719,JBLB,50,58,10,4132.0,41320.0
2021092605002734,JBLB,52,6,10,4131.1,41311.0
2021092605002730,JBLB,33,22,10,4131.0,41310.0
2021092605002727,JBLB,34,16,10,4131.1,41311.0
2021092605002740,JBLB,33,18,10,4131.0,41310.0
2021092605002738,JBLB,33,44,20,4131.0,82620.0
2021092605002737,JBLB,33,56,10,4131.0,41310.0
2021092605002735,JBLB,33,18,10,4131.0,41310.0
2021092605002748,JBLB,34,17,10,4131.0,41310.0
2021092605002745,JBLB,34,41,10,4131.0,41310.0
2021092605002744,JBLB,34,58,10,4131.0,41310.0
2021092605002743,JBLB,34,18,10,4131.0,41310.0
2021092605002755,JBLB,29,46,10,4130.2,41302.0
2021092605002752,JBLB,34,35,10,4131.0,41310.0
2021092605002750,JBLB,50,4,10,4131.1,41311.0
2021092605002763,JBLB,46,16,10,4134.0,41340.0
2021092605002759,JBLB,45,36,10,4131.0,41310.0
2021092605002757,JBLB,45,18,10,4131.0,41310.0
2021092605002768,JBLB,45,18,10,4131.0,41310.0
2021092605002815,JBLB,29,4,90,4130.2,371718.0
2021092605002814,JBLB,45,4,10,4131.0,41310.0
2021092605002831,JBLB,28,44,20,4130.0,82600.0
2021092605002826,JBLB,28,19,10,4130.0,41300.0
2021092605002825,JBLB,50,19,10,4131.0,41310.0
2021092605002823,JBLB,22,34,10,4130.1,41301.0
2021092605002819,JBLB,22,57,10,4131.0,41310.0
2021092605002839,JBLB,46,6,10,4131.0,41310.0
2021092605002837,JBLB,28,44,10,4130.0,41300.0
