Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021022405020466,NIFRA,14,29,20,562.0,11240.0
2021022405020465,NIFRA,29,29,300,562.0,168600.0
2021022405020464,NIFRA,1,29,130,562.0,73060.0
2021022405020463,NIFRA,1,8,60,562.0,33720.0
2021022405020460,NIFRA,33,38,100,564.0,56400.0
2021022405020459,NIFRA,1,58,10,562.0,5620.0
2021022405019969,NIFRA,41,49,50,562.0,28100.0
2021022405019968,NIFRA,41,46,10,562.0,5620.0
2021022405019967,NIFRA,1,46,40,563.0,22520.0
2021022405019975,NIFRA,14,56,60,564.0,33840.0
2021022405019974,NIFRA,14,49,60,564.0,33840.0
2021022405019973,NIFRA,34,22,50,562.0,28100.0
2021022405019972,NIFRA,19,41,20,561.0,11220.0
2021022405019971,NIFRA,19,59,10,561.0,5610.0
2021022405019970,NIFRA,41,59,40,562.0,22480.0
2021022405019981,NIFRA,14,7,50,564.0,28200.0
2021022405019980,NIFRA,14,58,50,564.0,28200.0
2021022405019979,NIFRA,14,26,50,564.0,28200.0
2021022405019978,NIFRA,14,4,60,564.0,33840.0
2021022405019977,NIFRA,14,6,50,564.0,28200.0
2021022405019976,NIFRA,14,48,10,564.0,5640.0
2021022405019987,NIFRA,33,55,50,562.0,28100.0
2021022405019986,NIFRA,33,13,50,562.0,28100.0
2021022405019985,NIFRA,33,44,50,562.0,28100.0
2021022405019984,NIFRA,14,35,10,564.0,5640.0
2021022405019983,NIFRA,14,45,50,564.0,28200.0
2021022405019982,NIFRA,14,22,50,564.0,28200.0
2021022405019993,NIFRA,33,38,60,562.0,33720.0
2021022405019992,NIFRA,33,49,50,562.0,28100.0
2021022405019991,NIFRA,33,45,50,562.0,28100.0
2021022405019990,NIFRA,33,13,50,562.0,28100.0
2021022405019989,NIFRA,33,51,30,562.0,16860.0
2021022405019988,NIFRA,33,19,50,562.0,28100.0
2021022405019999,NIFRA,55,36,50,562.0,28100.0
2021022405019998,NIFRA,55,58,60,562.0,33720.0
2021022405019997,NIFRA,55,14,10,562.0,5620.0
2021022405019996,NIFRA,55,32,50,562.0,28100.0
2021022405019995,NIFRA,55,22,60,562.0,33720.0
2021022405019994,NIFRA,33,21,60,562.0,33720.0
2021022405020005,NIFRA,55,14,50,562.0,28100.0
2021022405020004,NIFRA,55,4,50,562.0,28100.0
2021022405020003,NIFRA,55,21,50,562.0,28100.0
2021022405020002,NIFRA,55,21,50,562.0,28100.0
2021022405020001,NIFRA,55,49,50,562.0,28100.0
2021022405020000,NIFRA,55,6,60,562.0,33720.0
2021022405020011,NIFRA,55,45,60,562.0,33720.0
2021022405020010,NIFRA,55,45,60,562.0,33720.0
2021022405020009,NIFRA,55,16,50,562.0,28100.0
2021022405020008,NIFRA,55,10,60,562.0,33720.0
2021022405020007,NIFRA,55,11,10,562.0,5620.0
