Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021100505002453,JBLB,5,57,10,4020.0,40200.0
2021100505002452,JBLB,16,44,10,4020.0,40200.0
2021100505001957,JBLB,44,38,10,4000.0,40000.0
2021100505001963,JBLB,34,34,10,4006.0,40060.0
2021100505001962,JBLB,34,4,10,4006.0,40060.0
2021100505001959,JBLB,41,36,10,4000.0,40000.0
2021100505001958,JBLB,44,38,30,4000.0,120000.0
2021100505001970,JBLB,47,36,10,4000.1,40001.0
2021100505001967,JBLB,34,42,10,4006.0,40060.0
2021100505001966,JBLB,34,36,10,4006.0,40060.0
2021100505001965,JBLB,34,21,10,4006.0,40060.0
2021100505001991,JBLB,52,1,10,4000.0,40000.0
2021100505001990,JBLB,41,1,20,4000.0,80000.0
2021100505001989,JBLB,41,48,10,4000.0,40000.0
2021100505001988,JBLB,41,5,10,4000.0,40000.0
2021100505001986,JBLB,47,35,10,4000.1,40001.0
2021100505001998,JBLB,18,48,10,3995.0,39950.0
2021100505001997,JBLB,18,50,10,3995.0,39950.0
2021100505001996,JBLB,58,50,10,3995.0,39950.0
2021100505001994,JBLB,58,49,10,3995.0,39950.0
2021100505001993,JBLB,39,1,10,4000.0,40000.0
2021100505002003,JBLB,18,48,10,3995.0,39950.0
2021100505002002,JBLB,18,14,10,3995.0,39950.0
2021100505002001,JBLB,18,6,10,3995.0,39950.0
2021100505002000,JBLB,41,45,10,4000.0,40000.0
2021100505001999,JBLB,41,25,10,4000.0,40000.0
2021100505002010,JBLB,57,38,10,3990.1,39901.0
2021100505002008,JBLB,57,38,10,3990.1,39901.0
2021100505002006,JBLB,57,48,10,3990.1,39901.0
2021100505002005,JBLB,17,48,10,3990.1,39901.0
2021100505002018,JBLB,33,19,10,3991.0,39910.0
2021100505002016,JBLB,58,56,10,3990.0,39900.0
2021100505002012,JBLB,57,42,10,3990.1,39901.0
2021100505002030,JBLB,33,38,10,3991.0,39910.0
2021100505002023,JBLB,33,21,10,3991.0,39910.0
2021100505002036,JBLB,33,58,10,3991.0,39910.0
2021100505002035,JBLB,33,59,10,3991.0,39910.0
2021100505002033,JBLB,33,21,10,3991.0,39910.0
2021100505002049,JBLB,19,16,10,4000.0,40000.0
2021100505002048,JBLB,19,45,10,4000.0,40000.0
2021100505002047,JBLB,19,45,10,4000.0,40000.0
2021100505002046,JBLB,19,57,10,4000.0,40000.0
2021100505002059,JBLB,48,57,10,3995.0,39950.0
2021100505002052,JBLB,33,48,10,3991.0,39910.0
2021100505002050,JBLB,19,4,10,4000.0,40000.0
2021100505002070,JBLB,1,1,30,3995.0,119850.0
2021100505002064,JBLB,39,1,20,3995.0,79900.0
2021100505002062,JBLB,35,38,10,3995.0,39950.0
2021100505002060,JBLB,48,38,40,3995.0,159800.0
2021100505002078,JBLB,35,45,10,4000.0,40000.0
2021100505002077,JBLB,35,58,10,4000.0,40000.0
2021100505002076,JBLB,35,21,10,3995.0,39950.0
2021100505002090,JBLB,20,17,10,3991.1,39911.0
2021100505002086,JBLB,44,17,10,3991.2,39912.0
2021100505002085,JBLB,35,6,10,4005.0,40050.0
2021100505002080,JBLB,35,55,10,4000.0,40000.0
2021100505002079,JBLB,35,43,10,4000.0,40000.0
2021100505002095,JBLB,20,51,40,3991.1,159644.0
2021100505002094,JBLB,20,14,50,3991.1,199555.0
2021100505002092,JBLB,11,53,10,4000.0,40000.0
2021100505002114,JBLB,33,35,10,3991.0,39910.0
2021100505002110,JBLB,34,51,20,3991.1,79822.0
2021100505002116,JBLB,33,58,10,3991.0,39910.0
2021100505002115,JBLB,34,6,10,4000.0,40000.0
2021100505002126,JBLB,39,17,10,3992.0,39920.0
2021100505002122,JBLB,39,5,10,3992.0,39920.0
2021100505002151,JBLB,53,10,20,3991.2,79824.0
2021100505002148,JBLB,8,28,10,3991.2,39912.0
2021100505002160,JBLB,53,45,10,3991.2,39912.0
2021100505002170,JBLB,53,58,10,3991.2,39912.0
2021100505002164,JBLB,53,49,10,3991.2,39912.0
2021100505002185,JBLB,16,16,10,3991.1,39911.0
2021100505002184,JBLB,16,39,10,3991.1,39911.0
