Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2020122404001420,BBC,43,36,10,2690.0,26900.0
2020122404001401,CMF1,25,34,300,10.13,3039.0
2020122404001334,CMF1,25,53,200,10.13,2026.0
2020122404001161,CMF1,25,38,200,9.98,1996.0
2020122404001121,CMF1,14,29,200,9.82,1964.0
2020122404001115,CMF1,14,34,100,9.82,982.0
2020122404001059,GBD80/81,57,3,25,1071.0,26775.0
2020122404001058,GBD80/81,57,49,25,1070.0,26750.0
2020122404001478,GIC,58,26,20,552.0,11040.0
2020122404001477,GIC,49,29,10,551.0,5510.0
2020122404001475,GIC,49,26,20,552.0,11040.0
2020122404001472,GIC,53,29,10,552.0,5520.0
2020122404001464,GIC,42,29,10,552.0,5520.0
2020122404001463,GIC,42,18,10,552.0,5520.0
2020122404000992,GIC,34,43,10,552.0,5520.0
2020122404000989,GIC,34,10,10,552.0,5520.0
2020122404000988,GIC,34,6,10,552.0,5520.0
2020122404000986,GIC,34,22,10,552.0,5520.0
2020122404000982,GIC,21,21,10,551.0,5510.0
2020122404000980,GIC,21,43,10,551.0,5510.0
2020122404001048,GIC,21,7,10,551.0,5510.0
2020122404001040,GIC,21,7,10,551.0,5510.0
2020122404001037,GIC,35,7,10,552.0,5520.0
2020122404001021,GIC,34,45,10,552.0,5520.0
2020122404001020,GIC,35,35,10,553.0,5530.0
2020122404001017,GIC,34,21,10,552.0,5520.0
2020122404001063,GIC,46,38,10,551.0,5510.0
2020122404001060,GIC,35,35,10,553.0,5530.0
2020122404001056,GIC,46,7,10,551.0,5510.0
2020122404001055,GIC,46,57,30,551.0,16530.0
2020122404001054,GIC,49,57,50,551.0,27550.0
2020122404001053,GIC,21,57,20,551.0,11020.0
2020122404001077,GIC,38,7,10,550.0,5500.0
2020122404001076,GIC,38,17,10,550.0,5500.0
2020122404001073,GIC,38,38,10,550.0,5500.0
2020122404001070,GIC,38,8,10,550.0,5500.0
2020122404001069,GIC,38,7,10,550.0,5500.0
2020122404001065,GIC,34,44,10,550.0,5500.0
2020122404001094,GIC,38,7,10,550.0,5500.0
2020122404001087,GIC,46,58,10,552.0,5520.0
2020122404001086,GIC,38,38,10,550.0,5500.0
2020122404001082,GIC,38,38,10,550.0,5500.0
2020122404001080,GIC,38,44,10,550.0,5500.0
2020122404001078,GIC,38,38,10,550.0,5500.0
2020122404001109,GIC,38,38,10,550.0,5500.0
2020122404001107,GIC,38,38,10,550.0,5500.0
2020122404001106,GIC,38,17,10,550.0,5500.0
2020122404001104,GIC,38,7,10,550.0,5500.0
2020122404001099,GIC,38,44,10,550.0,5500.0
2020122404001095,GIC,38,29,10,550.0,5500.0
2020122404001132,GIC,46,14,10,553.0,5530.0
2020122404001131,GIC,46,35,20,553.0,11060.0
2020122404001128,GIC,38,55,10,550.0,5500.0
2020122404001127,GIC,35,35,10,553.0,5530.0
2020122404001126,GIC,38,51,10,550.0,5500.0
2020122404001111,GIC,38,20,10,550.0,5500.0
2020122404001142,GIC,46,51,10,551.0,5510.0
2020122404001140,GIC,41,38,10,551.0,5510.0
2020122404001138,GIC,41,53,10,551.0,5510.0
2020122404001136,GIC,41,7,10,551.0,5510.0
2020122404001134,GIC,46,41,10,553.0,5530.0
2020122404001133,GIC,46,4,10,553.0,5530.0
2020122404001154,GIC,48,51,10,554.0,5540.0
2020122404001149,GIC,57,55,10,551.0,5510.0
2020122404001147,GIC,38,7,10,550.0,5500.0
2020122404001145,GIC,47,38,10,551.0,5510.0
2020122404001144,GIC,46,50,10,554.0,5540.0
2020122404001143,GIC,46,58,10,554.0,5540.0
2020122404001187,GIC,11,7,10,550.0,5500.0
2020122404001186,GIC,11,17,10,550.0,5500.0
2020122404001177,GIC,11,17,10,550.0,5500.0
2020122404001176,GIC,57,45,10,551.0,5510.0
2020122404001170,GIC,57,56,10,551.0,5510.0
2020122404001169,GIC,57,17,10,551.0,5510.0
2020122404001203,GIC,11,17,10,550.0,5500.0
2020122404001201,GIC,11,18,10,550.0,5500.0
2020122404001197,GIC,11,7,10,550.0,5500.0
2020122404001195,GIC,11,45,10,550.0,5500.0
2020122404001192,GIC,11,55,10,550.0,5500.0
2020122404001191,GIC,11,45,10,550.0,5500.0
2020122404001212,GIC,11,32,10,550.0,5500.0
2020122404001210,GIC,11,18,10,550.0,5500.0
2020122404001209,GIC,11,38,10,550.0,5500.0
2020122404001207,GIC,11,32,10,550.0,5500.0
2020122404001206,GIC,11,16,10,550.0,5500.0
2020122404001204,GIC,11,7,10,550.0,5500.0
2020122404001224,GIC,11,7,10,550.0,5500.0
2020122404001222,GIC,11,45,10,550.0,5500.0
2020122404001220,GIC,11,21,10,550.0,5500.0
2020122404001219,GIC,11,58,10,550.0,5500.0
2020122404001218,GIC,11,38,10,550.0,5500.0
2020122404001215,GIC,11,21,10,550.0,5500.0
2020122404001233,GIC,11,38,10,550.0,5500.0
2020122404001231,GIC,11,8,10,550.0,5500.0
2020122404001230,GIC,11,37,10,550.0,5500.0
2020122404001229,GIC,11,18,10,550.0,5500.0
2020122404001228,GIC,11,38,10,550.0,5500.0
2020122404001226,GIC,11,37,10,550.0,5500.0
2020122404001246,GIC,1,51,10,551.0,5510.0
2020122404001245,GIC,1,21,10,551.0,5510.0
2020122404001243,GIC,42,49,90,550.0,49500.0
2020122404001242,GIC,11,49,410,550.0,225500.0
2020122404001236,GIC,11,58,10,550.0,5500.0
2020122404001234,GIC,11,37,10,550.0,5500.0
2020122404001267,GIC,1,39,10,551.0,5510.0
2020122404001263,GIC,1,7,10,551.0,5510.0
2020122404001252,GIC,1,18,10,551.0,5510.0
2020122404001251,GIC,1,38,10,551.0,5510.0
2020122404001250,GIC,1,39,10,551.0,5510.0
2020122404001247,GIC,1,44,10,551.0,5510.0
2020122404001295,GIC,42,51,10,550.0,5500.0
