Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021050605002776,MLBSL,40,58,10,5030.0,50300.0
2021050605002775,MLBSL,40,50,10,5030.0,50300.0
2021050605002768,MLBSL,40,58,10,5030.0,50300.0
2021050605002755,MLBSL,40,58,10,5030.0,50300.0
2021050605002754,MLBSL,40,41,10,5030.0,50300.0
2021050605002739,MLBSL,40,58,10,5030.0,50300.0
2021050605002286,MLBSL,57,35,10,5030.0,50300.0
2021050605002284,MLBSL,57,17,10,5030.0,50300.0
2021050605002282,MLBSL,57,4,10,5030.0,50300.0
2021050605002326,MLBSL,34,57,10,5030.0,50300.0
2021050605002323,MLBSL,58,11,10,5030.0,50300.0
2021050605002322,MLBSL,57,19,10,5030.0,50300.0
2021050605002316,MLBSL,57,50,10,5030.0,50300.0
2021050605002313,MLBSL,57,58,10,5030.0,50300.0
2021050605002299,MLBSL,57,56,10,5030.0,50300.0
2021050605002363,MLBSL,43,58,10,5030.0,50300.0
2021050605002361,MLBSL,43,57,10,5030.0,50300.0
2021050605002350,MLBSL,43,38,10,5030.0,50300.0
2021050605002348,MLBSL,43,38,10,5030.0,50300.0
2021050605002340,MLBSL,43,59,10,5030.0,50300.0
2021050605002335,MLBSL,13,11,10,5030.0,50300.0
2021050605002375,MLBSL,38,32,10,5030.0,50300.0
2021050605002369,MLBSL,38,57,10,5030.0,50300.0
2021050605002368,MLBSL,57,20,10,5030.0,50300.0
2021050605002367,MLBSL,14,45,10,5030.0,50300.0
2021050605002366,MLBSL,49,38,10,5030.0,50300.0
2021050605002365,MLBSL,41,6,10,5030.0,50300.0
2021050605002390,MLBSL,16,6,10,5030.0,50300.0
2021050605002389,MLBSL,16,6,10,5030.0,50300.0
2021050605002388,MLBSL,16,58,10,5030.0,50300.0
2021050605002386,MLBSL,16,58,10,5030.0,50300.0
2021050605002385,MLBSL,21,6,10,5030.0,50300.0
2021050605002377,MLBSL,38,26,10,5030.0,50300.0
2021050605002416,MLBSL,59,6,10,5030.0,50300.0
2021050605002409,MLBSL,11,38,10,5030.0,50300.0
2021050605002408,MLBSL,16,42,10,5030.0,50300.0
2021050605002407,MLBSL,16,36,10,5030.0,50300.0
2021050605002397,MLBSL,16,57,10,5030.0,50300.0
2021050605002391,MLBSL,16,6,10,5030.0,50300.0
2021050605002444,MLBSL,59,22,10,5030.0,50300.0
2021050605002441,MLBSL,59,51,10,5030.0,50300.0
2021050605002440,MLBSL,59,29,10,5030.0,50300.0
2021050605002437,MLBSL,59,56,10,5030.0,50300.0
2021050605002424,MLBSL,59,41,10,5030.0,50300.0
