Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021092305003447,JBLB,41,32,10,4265.0,42650.0
2021092305003446,JBLB,41,32,20,4265.0,85300.0
2021092305002975,JBLB,36,59,10,4285.0,42850.0
2021092305002982,JBLB,39,34,10,4290.0,42900.0
2021092305002981,JBLB,42,28,70,4300.0,301000.0
2021092305002980,JBLB,42,48,10,4299.0,42990.0
2021092305002979,JBLB,42,36,10,4299.0,42990.0
2021092305002978,JBLB,42,6,110,4298.0,472780.0
2021092305002989,JBLB,42,45,20,4276.0,85520.0
2021092305003007,JBLB,26,28,10,4300.0,43000.0
2021092305003006,JBLB,34,28,10,4300.0,43000.0
2021092305003002,JBLB,40,42,10,4297.0,42970.0
2021092305003023,JBLB,32,46,10,4295.0,42950.0
2021092305003020,JBLB,46,53,10,4297.0,42970.0
2021092305003019,JBLB,17,28,10,4300.0,43000.0
2021092305003035,JBLB,50,34,10,4290.0,42900.0
2021092305003033,JBLB,50,51,10,4290.0,42900.0
2021092305003027,JBLB,52,28,30,4300.0,129000.0
2021092305003048,JBLB,56,28,50,4276.0,213800.0
2021092305003047,JBLB,16,28,50,4276.0,213800.0
2021092305003046,JBLB,33,28,10,4278.0,42780.0
2021092305003051,JBLB,47,28,10,4276.0,42760.0
2021092305003064,JBLB,57,28,50,4270.1,213505.0
2021092305003063,JBLB,17,28,10,4271.0,42710.0
2021092305003062,JBLB,39,28,10,4271.0,42710.0
2021092305003061,JBLB,36,28,10,4272.0,42720.0
2021092305003069,JBLB,57,28,20,4270.0,85400.0
2021092305003067,JBLB,50,28,20,4270.0,85400.0
2021092305003066,JBLB,51,28,50,4270.0,213500.0
2021092305003065,JBLB,21,28,10,4270.0,42700.0
2021092305003074,JBLB,11,28,20,4270.0,85400.0
2021092305003073,JBLB,36,46,10,4265.0,42650.0
2021092305003090,JBLB,26,42,10,4265.0,42650.0
2021092305003089,JBLB,36,42,10,4265.0,42650.0
2021092305003088,JBLB,56,42,10,4270.0,42700.0
2021092305003087,JBLB,57,42,30,4270.2,128106.0
2021092305003094,JBLB,38,42,10,4265.0,42650.0
2021092305003091,JBLB,42,42,10,4265.0,42650.0
2021092305003102,JBLB,3,42,20,4265.0,85300.0
2021092305003112,JBLB,33,57,20,4260.0,85200.0
2021092305003109,JBLB,21,42,10,4265.0,42650.0
2021092305003118,JBLB,47,14,10,4253.2,42532.0
2021092305003117,JBLB,36,14,10,4254.0,42540.0
2021092305003116,JBLB,36,14,10,4255.0,42550.0
2021092305003113,JBLB,48,57,10,4260.0,42600.0
2021092305003124,JBLB,26,41,10,4251.0,42510.0
2021092305003120,JBLB,19,14,20,4251.0,85020.0
2021092305003119,JBLB,56,14,50,4251.1,212555.0
2021092305003138,JBLB,14,42,10,4250.0,42500.0
2021092305003137,JBLB,13,42,10,4250.0,42500.0
2021092305003136,JBLB,48,42,10,4250.0,42500.0
2021092305003135,JBLB,44,42,10,4250.0,42500.0
2021092305003134,JBLB,26,13,10,4251.0,42510.0
2021092305003146,JBLB,18,45,10,4265.0,42650.0
2021092305003139,JBLB,4,42,150,4248.3,637245.0
2021092305003154,JBLB,57,38,10,4245.0,42450.0
2021092305003153,JBLB,26,38,10,4245.0,42450.0
2021092305003152,JBLB,36,26,10,4244.5,42445.0
2021092305003151,JBLB,45,38,50,4245.0,212250.0
2021092305003150,JBLB,58,38,10,4245.0,42450.0
2021092305003149,JBLB,4,38,50,4248.3,212415.0
2021092305003160,JBLB,13,38,10,4240.0,42400.0
2021092305003159,JBLB,29,38,50,4242.0,212100.0
2021092305003158,JBLB,46,38,20,4243.0,84860.0
2021092305003157,JBLB,36,38,10,4244.0,42440.0
2021092305003156,JBLB,57,38,10,4245.0,42450.0
2021092305003165,JBLB,16,26,10,4246.0,42460.0
2021092305003169,JBLB,16,21,10,4246.0,42460.0
2021092305003198,JBLB,56,16,10,4260.0,42600.0
2021092305003195,JBLB,59,42,10,4260.0,42600.0
2021092305003205,JBLB,33,28,20,4245.0,84900.0
2021092305003204,JBLB,47,28,10,4245.0,42450.0
2021092305003203,JBLB,16,28,20,4246.0,84920.0
2021092305003202,JBLB,36,28,10,4247.0,42470.0
2021092305003214,JBLB,21,28,20,4241.0,84820.0
2021092305003207,JBLB,26,28,10,4241.0,42410.0
2021092305003206,JBLB,50,28,10,4245.0,42450.0
2021092305003228,JBLB,13,45,10,4240.0,42400.0
2021092305003237,JBLB,59,17,10,4238.6,42386.0
2021092305003230,JBLB,40,57,10,4240.0,42400.0
2021092305003246,JBLB,48,45,10,4240.0,42400.0
2021092305003243,JBLB,34,45,10,4239.0,42390.0
2021092305003241,JBLB,18,58,10,4240.0,42400.0
2021092305003251,JBLB,21,56,10,4239.0,42390.0
2021092305003247,JBLB,32,56,30,4239.0,127170.0
2021092305003266,JBLB,13,57,10,4240.0,42400.0
2021092305003265,JBLB,21,51,10,4240.0,42400.0
2021092305003264,JBLB,21,51,10,4240.0,42400.0
2021092305003263,JBLB,21,58,10,4239.0,42390.0
